Action,org:resource,concept:name,EventOrigin,EventID,lifecycle:transition,time:timestamp,case:LoanGoal,case:ApplicationType,case:concept:name,case:RequestedAmount,FirstWithdrawalAmount,NumberOfTerms,Accepted,MonthlyCost,Selected,CreditScore,OfferedAmount,OfferID,duration,eventlog_violation,policy_violation,true_violation
statechange,User_17,O_Created,Offer,OfferState_172852795,complete,2016-01-02 15:41:12.040000+00:00,Car,Limit raise,Application_2055987002,15000.0,,,,,,,,Offer_213718197,0.008954722222222223,False,False,False
statechange,User_116,A_Validating,Application,ApplState_1678114584,complete,2016-01-13 12:27:56.349000+00:00,Unknown,New credit,Application_53530491,0.0,,,,,,,,,0.05065833333333333,False,False,False
Released,User_100,W_Validate application,Workflow,Workitem_1594743435,suspend,2016-01-11 15:46:23.735000+00:00,Home improvement,New credit,Application_180547487,6000.0,,,,,,,,,16.450753055555555,True,True,True
Released,User_112,W_Validate application,Workflow,Workitem_2067298176,suspend,2016-01-18 11:04:16.333000+00:00,Home improvement,New credit,Application_1546754076,15000.0,,,,,,,,,4.159536666666667,False,False,False
statechange,User_24,O_Cancelled,Offer,OfferState_1471159044,complete,2016-01-30 09:57:53.643000+00:00,"Other, see explanation",New credit,Application_2040511284,5500.0,,,,,,,,Offer_6390600,2.222222222222222e-06,False,False,False
statechange,User_43,A_Complete,Application,ApplState_2015495303,complete,2016-01-04 14:04:16.128000+00:00,Car,New credit,Application_283012951,25000.0,,,,,,,,,0.0910175,False,False,False
Created,User_8,O_Create Offer,Offer,Offer_1927106744,complete,2016-01-29 09:53:27.539000+00:00,Home improvement,New credit,Application_1588619628,24000.0,22000.0,60.0,False,413.09,False,0.0,22000.0,,0.00044500000000000003,False,False,False
Created,User_7,O_Create Offer,Offer,Offer_659905372,complete,2016-01-04 13:47:04.042000+00:00,Existing loan takeover,New credit,Application_163777174,11000.0,8805.0,60.0,True,212.33,True,853.0,11000.0,,0.00033583333333333333,False,False,False
statechange,User_119,O_Returned,Offer,OfferState_1669149760,complete,2016-01-12 10:02:39.645000+00:00,Car,New credit,Application_709929024,5000.0,,,,,,,,Offer_634270802,0.08348888888888889,False,False,False
statechange,User_116,A_Validating,Application,ApplState_145257449,complete,2016-01-13 08:57:22.349000+00:00,Home improvement,New credit,Application_428409768,15000.0,,,,,,,,,0.18107444444444445,False,False,False
Released,User_99,W_Call incomplete files,Workflow,Workitem_1774592565,suspend,2016-01-11 12:46:07.413000+00:00,"Other, see explanation",Limit raise,Application_1301925609,35000.0,,,,,,,,,5.730038611111111,True,True,True
statechange,User_118,O_Returned,Offer,OfferState_848910178,complete,2016-01-25 12:44:11.695000+00:00,Caravan / Camper,Limit raise,Application_914660918,25000.0,,,,,,,,Offer_2134161297,0.029045555555555554,False,False,False
Obtained,User_127,W_Validate application,Workflow,Workitem_939620259,start,2016-01-13 10:41:07.145000+00:00,Car,New credit,Application_2062932311,10000.0,,,,,,,,,0.0002477777777777778,False,False,False
Deleted,User_21,W_Complete application,Workflow,Workitem_598455922,ate_abort,2016-01-06 08:58:00.930000+00:00,Not speficied,New credit,Application_758985626,17000.0,,,,,,,,,1.9444444444444444e-06,False,False,False
Obtained,User_49,W_Call incomplete files,Workflow,Workitem_1722338632,resume,2016-02-04 11:47:10.849000+00:00,Home improvement,New credit,Application_930742634,10000.0,,,,,,,,,0.137975,False,False,False
Deleted,User_1,W_Handle leads,Workflow,Workitem_909387596,withdraw,2016-01-03 20:37:31.888000+00:00,Existing loan takeover,New credit,Application_1870161219,27400.0,,,,,,,,,2.4999999999999998e-06,False,False,False
Released,User_16,W_Complete application,Workflow,Workitem_885901666,suspend,2016-01-04 14:55:12.331000+00:00,Car,New credit,Application_1535675187,8500.0,,,,,,,,,0.07940555555555556,False,False,False
Obtained,User_26,W_Call incomplete files,Workflow,Workitem_1111647840,resume,2016-01-25 09:52:59.145000+00:00,Home improvement,New credit,Application_1538441067,10500.0,,,,,,,,,0.04384944444444445,False,False,False
statechange,User_113,O_Accepted,Offer,OfferState_311360829,complete,2016-01-13 13:57:14.657000+00:00,Car,New credit,Application_2062932311,10000.0,,,,,,,,Offer_2083931403,1.111111111111111e-06,False,False,False
statechange,User_38,A_Complete,Application,ApplState_2111149096,complete,2016-01-04 13:54:34.305000+00:00,Home improvement,New credit,Application_665878125,18000.0,,,,,,,,,0.06188361111111111,False,False,False
Released,User_43,W_Complete application,Workflow,Workitem_1554850767,suspend,2016-01-04 19:59:34.552000+00:00,Home improvement,Limit raise,Application_803879893,10000.0,,,,,,,,,13.296297500000001,False,False,False
Obtained,User_117,W_Validate application,Workflow,Workitem_2089478278,start,2016-01-19 15:17:31.612000+00:00,Car,New credit,Application_1946236735,16000.0,,,,,,,,,3.5e-05,False,False,False
Released,User_127,W_Validate application,Workflow,Workitem_2123971491,suspend,2016-01-13 11:14:07.268000+00:00,Home improvement,New credit,Application_1448214642,8000.0,,,,,,,,,1.4326702777777778,False,False,False
statechange,User_20,A_Concept,Application,ApplState_481310619,complete,2016-01-04 11:33:44.596000+00:00,Existing loan takeover,New credit,Application_525275343,43000.0,,,,,,,,,0.0016480555555555556,False,False,False
Obtained,User_7,W_Complete application,Workflow,Workitem_1517580897,resume,2016-01-04 14:22:54.913000+00:00,Home improvement,New credit,Application_862160604,20000.0,,,,,,,,,0.004128888888888889,False,False,False
statechange,User_17,O_Sent (online only),Offer,OfferState_440662877,complete,2016-01-02 09:19:21.330000+00:00,Car,New credit,Application_196483749,10000.0,,,,,,,,Offer_247135719,8.333333333333334e-06,False,False,False
statechange,User_1,A_Submitted,Application,ApplState_1224473693,complete,2016-01-01 19:13:17.442000+00:00,Not speficied,New credit,Application_1111870538,5000.0,,,,,,,,,8.555555555555556e-05,False,False,False
Created,User_2,W_Validate application,Workflow,Workitem_924119716,schedule,2016-01-29 10:22:05.973000+00:00,Existing loan takeover,New credit,Application_767475240,15400.0,,,,,,,,,2.222222222222222e-06,False,False,False
Released,User_19,W_Call after offers,Workflow,Workitem_598406917,suspend,2016-01-04 08:39:14.465000+00:00,Unknown,New credit,Application_1446096185,0.0,,,,,,,,,95.80016694444446,True,True,True
Obtained,User_117,W_Validate application,Workflow,Workitem_1598741263,start,2016-01-08 09:36:08.467000+00:00,Existing loan takeover,New credit,Application_822724921,30000.0,,,,,,,,,0.00019999999999999998,False,False,False
Created,User_95,W_Call incomplete files,Workflow,Workitem_895317969,schedule,2016-01-13 12:18:21.510000+00:00,Car,New credit,Application_1876456626,10750.0,,,,,,,,,8.333333333333333e-07,False,False,False
Deleted,User_29,W_Validate application,Workflow,Workitem_596921084,complete,2016-02-15 13:31:05.055000+00:00,Car,New credit,Application_1825972191,15000.0,,,,,,,,,2.4999999999999998e-06,False,False,False
statechange,User_19,O_Created,Offer,OfferState_112678979,complete,2016-01-06 18:36:22.939000+00:00,Existing loan takeover,New credit,Application_1252717204,20600.0,,,,,,,,Offer_1339302196,0.0038822222222222227,False,False,False
statechange,User_11,A_Complete,Application,ApplState_1941020393,complete,2016-01-04 19:02:04.605000+00:00,Car,New credit,Application_2002564265,5000.0,,,,,,,,,0.04739583333333333,False,False,False
Deleted,User_90,W_Validate application,Workflow,Workitem_510374044,ate_abort,2016-02-02 08:11:21.034000+00:00,Car,Limit raise,Application_37839400,25000.0,,,,,,,,,3.888888888888889e-06,False,False,False
Created,User_116,W_Validate application,Workflow,Workitem_1571259151,schedule,2016-01-13 10:24:28.053000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,,2.7777777777777776e-07,False,False,False
statechange,User_19,O_Created,Offer,OfferState_747412500,complete,2016-01-02 14:41:09.180000+00:00,Car,New credit,Application_619403287,15000.0,,,,,,,,Offer_1534843733,0.06261499999999999,False,False,False
statechange,User_117,A_Validating,Application,ApplState_307858559,complete,2016-01-21 12:49:04.748000+00:00,Home improvement,New credit,Application_1315608886,15000.0,,,,,,,,,0.18388805555555554,False,False,False
Released,User_114,W_Validate application,Workflow,Workitem_490404898,suspend,2016-01-13 07:58:36.799000+00:00,Not speficied,New credit,Application_1845547664,9000.0,,,,,,,,,0.3467341666666667,False,False,False
Created,User_100,W_Call incomplete files,Workflow,Workitem_1854260630,schedule,2016-01-12 10:00:09.611000+00:00,Car,New credit,Application_619403287,15000.0,,,,,,,,,5.555555555555555e-07,False,False,False
statechange,User_68,A_Incomplete,Application,ApplState_1170779477,complete,2016-01-26 10:14:04.843000+00:00,Home improvement,New credit,Application_948316229,30000.0,,,,,,,,,0.005435555555555556,False,False,False
Released,User_2,W_Call after offers,Workflow,Workitem_1392688558,suspend,2016-01-11 09:13:31.946000+00:00,Existing loan takeover,New credit,Application_1870161219,27400.0,,,,,,,,,25.844538888888888,False,False,False
Released,User_29,W_Validate application,Workflow,Workitem_871887387,suspend,2016-01-11 11:25:01.441000+00:00,"Other, see explanation",Limit raise,Application_1301925609,35000.0,,,,,,,,,1.1191683333333333,False,False,False
Deleted,User_114,W_Call incomplete files,Workflow,Workitem_476865311,ate_abort,2016-01-14 09:52:54.086000+00:00,Car,New credit,Application_1535675187,8500.0,,,,,,,,,1.9444444444444444e-06,False,False,False
Obtained,User_29,W_Call incomplete files,Workflow,Workitem_1798695422,resume,2016-03-03 12:22:07.966000+00:00,Car,New credit,Application_1405679737,5000.0,,,,,,,,,0.004991666666666666,False,False,False
Obtained,User_2,W_Call incomplete files,Workflow,Workitem_812781394,resume,2016-01-14 13:17:53.214000+00:00,Car,New credit,Application_1876456626,10750.0,,,,,,,,,0.04889861111111111,False,False,False
Obtained,User_75,W_Validate application,Workflow,Workitem_23684863,resume,2016-01-14 08:37:00.984000+00:00,Business goal,New credit,Application_212010049,18500.0,,,,,,,,,0.7274866666666667,False,False,False
Created,User_3,A_Create Application,Application,Application_857715587,complete,2016-01-02 14:59:43.597000+00:00,"Other, see explanation",New credit,Application_857715587,40000.0,,,,,,,,,1.9444444444444444e-06,False,False,False
Created,User_108,O_Create Offer,Offer,Offer_1335581927,complete,2016-01-06 16:29:17.337000+00:00,Existing loan takeover,New credit,Application_1118236712,15000.0,0.0,89.0,True,200.0,False,0.0,15000.0,,0.0003461111111111111,False,False,False
Created,User_16,O_Create Offer,Offer,Offer_1647711220,complete,2016-01-04 09:17:58.657000+00:00,"Other, see explanation",Limit raise,Application_842511489,15000.0,0.0,89.0,False,200.0,True,859.0,15000.0,,0.0003475,False,False,False
Released,User_2,W_Call after offers,Workflow,Workitem_270515370,suspend,2016-01-11 08:10:27.649000+00:00,Home improvement,New credit,Application_1268592022,10000.0,,,,,,,,,72.90912666666668,False,False,False
Obtained,User_38,W_Complete application,Workflow,Workitem_947448869,resume,2016-01-04 08:45:13.362000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,0.18047972222222222,False,False,False
Released,User_2,W_Call incomplete files,Workflow,Workitem_1487362852,suspend,2016-01-12 14:18:12.279000+00:00,Home improvement,New credit,Application_1308403282,18000.0,,,,,,,,,233.6439711111111,False,False,False
Released,User_29,W_Validate application,Workflow,Workitem_313503939,suspend,2016-01-22 09:15:24.561000+00:00,Unknown,New credit,Application_2012588584,0.0,,,,,,,,,0.20500944444444444,False,False,False
Obtained,User_31,W_Complete application,Workflow,Workitem_2063243786,start,2016-01-04 18:55:47.019000+00:00,Existing loan takeover,New credit,Application_547462088,20000.0,,,,,,,,,1.111111111111111e-06,False,False,False
Obtained,User_75,W_Call incomplete files,Workflow,Workitem_1441410794,start,2016-01-22 14:28:49.984000+00:00,Remaining debt home,Limit raise,Application_1374020543,30000.0,,,,,,,,,5.555555555555555e-07,False,False,False
statechange,User_114,A_Validating,Application,ApplState_225968381,complete,2016-01-13 10:50:23.365000+00:00,Car,New credit,Application_1535675187,8500.0,,,,,,,,,0.0039186111111111106,False,False,False
Deleted,User_127,W_Call after offers,Workflow,Workitem_1015543423,ate_abort,2016-01-13 09:56:09.373000+00:00,Existing loan takeover,New credit,Application_1138826038,5000.0,,,,,,,,,1.9444444444444444e-06,False,False,False
Obtained,User_28,W_Complete application,Workflow,Workitem_1136611632,resume,2016-01-04 08:25:22.525000+00:00,Car,New credit,Application_931862671,6000.0,,,,,,,,,0.2174138888888889,False,False,False
Released,User_29,W_Call incomplete files,Workflow,Workitem_484455903,suspend,2016-01-14 15:18:01.554000+00:00,Existing loan takeover,New credit,Application_1870161219,27400.0,,,,,,,,,4.089200277777778,False,False,False
Released,User_2,W_Call incomplete files,Workflow,Workitem_1904902710,suspend,2016-02-01 08:30:02.760000+00:00,Not speficied,New credit,Application_758985626,17000.0,,,,,,,,,505.7372727777778,True,True,True
statechange,User_113,O_Returned,Offer,OfferState_596764269,complete,2016-01-13 16:05:26.668000+00:00,Car,New credit,Application_347136910,15000.0,,,,,,,,Offer_1712011776,0.05961333333333334,False,False,False
statechange,User_16,O_Created,Offer,OfferState_674285385,complete,2016-01-04 13:45:31.908000+00:00,Car,New credit,Application_813133375,33800.0,,,,,,,,Offer_860450899,0.006041111111111112,False,False,False
Released,User_30,W_Validate application,Workflow,Workitem_902639829,suspend,2016-01-12 08:57:48.131000+00:00,Existing loan takeover,New credit,Application_1300843234,12500.0,,,,,,,,,2.046451111111111,False,False,False
Deleted,User_119,W_Call incomplete files,Workflow,Workitem_1919565635,ate_abort,2016-01-22 07:55:33.088000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,,3.611111111111111e-06,False,False,False
Obtained,User_75,W_Validate application,Workflow,Workitem_1607552276,resume,2016-01-15 16:15:07.858000+00:00,Car,New credit,Application_1535675187,8500.0,,,,,,,,,0.03344361111111111,False,False,False
Deleted,User_1,W_Call after offers,Workflow,Workitem_766905717,ate_abort,2016-02-04 07:00:41.421000+00:00,Existing loan takeover,New credit,Application_2110144842,15000.0,,,,,,,,,0.005438055555555556,False,False,False
Deleted,User_99,W_Validate application,Workflow,Workitem_1597011829,ate_abort,2016-01-27 13:48:32.043000+00:00,Existing loan takeover,Limit raise,Application_1999238509,10000.0,,,,,,,,,0.0011731944444444446,False,False,False
Obtained,User_5,W_Complete application,Workflow,Workitem_677747119,start,2016-01-05 06:49:32.093000+00:00,Home improvement,New credit,Application_1301009504,35000.0,,,,,,,,,1.111111111111111e-06,False,False,False
Obtained,User_15,W_Call after offers,Workflow,Workitem_1924597302,resume,2016-01-08 09:05:06.115000+00:00,Car,Limit raise,Application_1696031128,20000.0,,,,,,,,,0.006432777777777778,False,False,False
statechange,User_19,A_Complete,Application,ApplState_441017326,complete,2016-01-04 09:38:26.403000+00:00,Car,Limit raise,Application_821425679,15000.0,,,,,,,,,0.013517499999999998,False,False,False
statechange,User_1,O_Cancelled,Offer,OfferState_2140735773,complete,2016-02-29 07:01:05.239000+00:00,Car,New credit,Application_196483749,10000.0,,,,,,,,Offer_1350435827,2.4999999999999998e-06,False,False,False
statechange,User_1,A_Concept,Application,ApplState_487277154,complete,2016-01-04 18:10:42.366000+00:00,Home improvement,New credit,Application_1268592022,10000.0,,,,,,,,,21.13556638888889,False,False,False
Created,User_38,W_Call after offers,Workflow,Workitem_81733400,schedule,2016-01-02 11:03:05.337000+00:00,Home improvement,New credit,Application_1691306052,10000.0,,,,,,,,,1.6666666666666667e-06,False,False,False
Obtained,User_116,W_Validate application,Workflow,Workitem_1781789895,start,2016-01-15 08:36:09.572000+00:00,Home improvement,New credit,Application_2113276114,7500.0,,,,,,,,,1.9444444444444445e-05,False,False,False
Created,User_20,O_Create Offer,Offer,Offer_1711038072,complete,2016-01-04 09:10:15.387000+00:00,Home improvement,New credit,Application_854524772,0.0,5163.0,120.0,True,250.14,True,837.0,23600.0,,0.0003441666666666667,False,False,False
statechange,User_115,O_Cancelled,Offer,OfferState_40167300,complete,2016-01-13 15:30:46.976000+00:00,Existing loan takeover,New credit,Application_1765204099,8300.0,,,,,,,,Offer_1944743744,3.055555555555555e-06,False,False,False
Created,User_75,W_Call incomplete files,Workflow,Workitem_1069651145,schedule,2016-01-11 08:58:10.994000+00:00,Existing loan takeover,New credit,Application_822724921,30000.0,,,,,,,,,2.7777777777777776e-07,False,False,False
Deleted,User_1,W_Handle leads,Workflow,Workitem_1851812317,withdraw,2016-01-03 15:36:36.105000+00:00,Car,New credit,Application_430902047,5000.0,,,,,,,,,2.4999999999999998e-06,False,False,False
Deleted,User_1,W_Handle leads,Workflow,Workitem_1341087871,withdraw,2016-01-01 16:59:29.685000+00:00,Existing loan takeover,New credit,Application_42838382,29500.0,,,,,,,,,2.4999999999999998e-06,False,False,False
Obtained,User_28,W_Complete application,Workflow,Workitem_873372110,resume,2016-01-08 12:20:15.504000+00:00,Car,New credit,Application_807916303,12000.0,,,,,,,,,0.09753333333333333,False,False,False
statechange,User_3,O_Sent (mail and online),Offer,OfferState_460911678,complete,2016-01-05 09:07:34.245000+00:00,Car,New credit,Application_952532843,9000.0,,,,,,,,Offer_575845027,1.3333333333333333e-05,False,False,False
statechange,User_47,A_Concept,Application,ApplState_312735419,complete,2016-01-04 10:06:39.720000+00:00,Extra spending limit,Limit raise,Application_895241174,22000.0,,,,,,,,,1.6666666666666667e-06,False,False,False
Obtained,User_15,W_Call after offers,Workflow,Workitem_1610612171,resume,2016-01-08 08:45:20.271000+00:00,Home improvement,Limit raise,Application_1397856354,0.0,,,,,,,,,0.009675555555555555,False,False,False
Released,User_2,W_Call incomplete files,Workflow,Workitem_2085092019,suspend,2016-01-14 14:16:38.473000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,,0.4514544444444445,False,False,False
statechange,User_87,A_Incomplete,Application,ApplState_1630199927,complete,2016-01-28 07:51:59.573000+00:00,Home improvement,Limit raise,Application_980495316,42000.0,,,,,,,,,0.012215277777777778,False,False,False
Obtained,User_16,W_Complete application,Workflow,Workitem_1966913498,resume,2016-01-04 08:23:20.633000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,0.028362500000000002,False,False,False
Obtained,User_34,W_Call incomplete files,Workflow,Workitem_1930478638,resume,2016-01-14 19:23:22.675000+00:00,Existing loan takeover,New credit,Application_1870161219,27400.0,,,,,,,,,0.050792222222222225,False,False,False
statechange,User_1,A_Concept,Application,ApplState_281446729,complete,2016-01-01 13:01:44.671000+00:00,Home improvement,New credit,Application_828200680,35000.0,,,,,,,,,22.5203125,False,False,False
Released,User_119,W_Validate application,Workflow,Workitem_611267888,suspend,2016-01-11 15:48:40.050000+00:00,Existing loan takeover,New credit,Application_822724921,30000.0,,,,,,,,,0.34978944444444443,False,False,False
Obtained,User_3,W_Call after offers,Workflow,Workitem_1102199643,start,2016-01-05 15:13:24.721000+00:00,Car,New credit,Application_1290239114,15000.0,,,,,,,,,5.555555555555555e-07,False,False,False
statechange,User_10,A_Complete,Application,ApplState_424054854,complete,2016-01-05 13:38:38.007000+00:00,Home improvement,New credit,Application_1413308979,6000.0,,,,,,,,,0.014470833333333334,False,False,False
statechange,User_3,A_Complete,Application,ApplState_916786790,complete,2016-01-05 09:23:19.241000+00:00,Home improvement,Limit raise,Application_803879893,10000.0,,,,,,,,,0.011066111111111112,False,False,False
Obtained,User_99,W_Validate application,Workflow,Workitem_1003808158,resume,2016-01-11 14:08:15.103000+00:00,"Other, see explanation",New credit,Application_1130101747,10500.0,,,,,,,,,0.1731722222222222,False,False,False
Created,User_75,A_Create Application,Application,Application_927205634,complete,2016-01-04 09:14:17.249000+00:00,Unknown,New credit,Application_927205634,0.0,,,,,,,,,1.9444444444444444e-06,False,False,False
Obtained,User_24,W_Complete application,Workflow,Workitem_1294093452,resume,2016-01-05 10:20:08.220000+00:00,Car,Limit raise,Application_347787380,26000.0,,,,,,,,,0.02943638888888889,False,False,False
statechange,User_75,O_Cancelled,Offer,OfferState_1017754977,complete,2016-01-11 16:29:16.976000+00:00,Existing loan takeover,New credit,Application_822724921,30000.0,,,,,,,,Offer_625228043,3.055555555555555e-06,False,False,False
Released,User_95,W_Validate application,Workflow,Workitem_1874175102,suspend,2016-01-27 10:54:07.172000+00:00,Home improvement,Limit raise,Application_980495316,42000.0,,,,,,,,,20.378613888888886,True,True,True
statechange,User_116,A_Validating,Application,ApplState_2102051880,complete,2016-01-08 08:53:01.955000+00:00,"Other, see explanation",Limit raise,Application_842511489,15000.0,,,,,,,,,0.028070277777777777,False,False,False
Released,User_89,W_Call after offers,Workflow,Workitem_818581899,suspend,2016-01-04 08:20:31.249000+00:00,Home improvement,New credit,Application_546206358,10000.0,,,,,,,,,95.84019305555556,True,True,True
Deleted,User_31,W_Complete application,Workflow,Workitem_686271919,ate_abort,2016-01-04 12:34:12.034000+00:00,Car,New credit,Application_1825104006,15000.0,,,,,,,,,9.444444444444445e-06,False,False,False
statechange,User_31,O_Sent (mail and online),Offer,OfferState_1031293196,complete,2016-01-04 14:58:58.284000+00:00,"Other, see explanation",New credit,Application_1339153511,12000.0,,,,,,,,Offer_681615844,4.166666666666667e-06,False,False,False
statechange,User_1,A_Concept,Application,ApplState_743247130,complete,2016-01-04 12:53:32.446000+00:00,Motorcycle,New credit,Application_1068218912,7500.0,,,,,,,,,20.624259722222224,False,False,False
statechange,User_1,A_Concept,Application,ApplState_1673181494,complete,2016-01-02 20:21:49.494000+00:00,Car,New credit,Application_1825104006,15000.0,,,,,,,,,37.943550277777774,True,True,True
Obtained,User_99,W_Validate application,Workflow,Workitem_1646927105,resume,2016-01-19 12:55:40.369000+00:00,Home improvement,New credit,Application_2105878744,5000.0,,,,,,,,,0.15328694444444443,False,False,False
Released,User_11,W_Call after offers,Workflow,Workitem_1728082262,suspend,2016-01-06 09:23:42.346000+00:00,Home improvement,New credit,Application_828200680,35000.0,,,,,,,,,645.6106633333333,True,True,True
statechange,User_87,O_Cancelled,Offer,OfferState_274729896,complete,2016-01-14 06:53:09.280000+00:00,"Other, see explanation",New credit,Application_354702724,5000.0,,,,,,,,Offer_1218843621,3.055555555555555e-06,False,False,False
Obtained,User_34,W_Call incomplete files,Workflow,Workitem_1032546811,resume,2016-02-29 12:14:37.595000+00:00,Existing loan takeover,New credit,Application_1870161219,27400.0,,,,,,,,,0.043353333333333334,False,False,False
Created,User_52,O_Create Offer,Offer,Offer_148581083,complete,2016-01-02 11:29:03.994000+00:00,Existing loan takeover,New credit,Application_652823628,20000.0,20000.0,44.0,True,498.29,True,979.0,20000.0,,0.0003777777777777778,False,False,False
statechange,User_115,O_Accepted,Offer,OfferState_1216604680,complete,2016-01-21 12:50:00.947000+00:00,Home improvement,New credit,Application_1546754076,15000.0,,,,,,,,Offer_2131508944,5.833333333333334e-06,False,False,False
Created,User_1,A_Create Application,Application,Application_396349881,complete,2016-01-03 17:48:44.322000+00:00,Existing loan takeover,New credit,Application_396349881,15000.0,,,,,,,,,9.722222222222223e-06,False,False,False
Released,User_20,W_Call after offers,Workflow,Workitem_494327938,suspend,2016-01-08 08:27:09.962000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,119.9606325,False,False,False
Created,User_100,W_Call incomplete files,Workflow,Workitem_292417734,schedule,2016-01-08 12:24:35.098000+00:00,Caravan / Camper,New credit,Application_1059184025,6600.0,,,,,,,,,5.555555555555555e-07,False,False,False
Deleted,User_113,W_Call incomplete files,Workflow,Workitem_347515333,ate_abort,2016-01-22 13:15:59.708000+00:00,Remaining debt home,Limit raise,Application_1374020543,30000.0,,,,,,,,,1.6666666666666667e-06,False,False,False
Released,User_75,W_Validate application,Workflow,Workitem_1649234972,suspend,2016-01-19 08:35:38.271000+00:00,Existing loan takeover,New credit,Application_93597308,50000.0,,,,,,,,,1.146383611111111,False,False,False
Released,User_17,W_Complete application,Workflow,Workitem_1082680549,suspend,2016-01-02 09:43:12.960000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,46.668798055555555,False,False,False
statechange,User_27,O_Cancelled,Offer,OfferState_1624044404,complete,2016-01-09 15:48:53.168000+00:00,Existing loan takeover,New credit,Application_1266995739,7000.0,,,,,,,,Offer_467024374,3.055555555555555e-06,False,False,False
Created,User_16,W_Call after offers,Workflow,Workitem_434247108,schedule,2016-01-04 13:45:53.717000+00:00,Car,New credit,Application_813133375,33800.0,,,,,,,,,8.333333333333333e-07,False,False,False
Obtained,User_47,W_Call after offers,Workflow,Workitem_569691373,resume,2016-01-11 08:02:02.335000+00:00,Car,New credit,Application_864903752,16000.0,,,,,,,,,0.013236666666666667,False,False,False
Deleted,User_34,W_Call incomplete files,Workflow,Workitem_114222625,complete,2016-01-15 14:32:41.844000+00:00,Existing loan takeover,New credit,Application_1138826038,5000.0,,,,,,,,,3.055555555555555e-06,False,False,False
Created,User_19,O_Create Offer,Offer,Offer_717881165,complete,2016-02-03 10:21:56.055000+00:00,Car,New credit,Application_1825972191,15000.0,0.0,127.0,True,150.0,False,0.0,15000.0,,0.0003775,False,False,False
statechange,User_119,A_Validating,Application,ApplState_578047849,complete,2016-01-08 13:26:02.823000+00:00,Unknown,New credit,Application_1446096185,0.0,,,,,,,,,0.003080833333333333,False,False,False
Obtained,User_99,W_Validate application,Workflow,Workitem_2144271115,resume,2016-02-16 06:50:13.084000+00:00,Car,Limit raise,Application_347787380,26000.0,,,,,,,,,0.0011319444444444445,False,False,False
Deleted,User_1,W_Handle leads,Workflow,Workitem_1080257214,withdraw,2016-01-01 13:36:30.982000+00:00,Home improvement,New credit,Application_1878239836,15000.0,,,,,,,,,3.055555555555555e-06,False,False,False
Released,User_95,W_Validate application,Workflow,Workitem_2000676852,suspend,2016-01-13 10:42:45.719000+00:00,Car,New credit,Application_1624825294,5000.0,,,,,,,,,0.6659002777777778,False,False,False
Obtained,User_71,W_Complete application,Workflow,Workitem_2037285521,resume,2016-01-05 12:10:13.211000+00:00,Existing loan takeover,New credit,Application_1613424593,18000.0,,,,,,,,,0.08884833333333333,False,False,False
Obtained,User_35,W_Call incomplete files,Workflow,Workitem_811224168,resume,2016-02-18 14:09:38.084000+00:00,Car,New credit,Application_1405679737,5000.0,,,,,,,,,0.052568055555555555,False,False,False
statechange,User_3,O_Sent (mail and online),Offer,OfferState_1025469920,complete,2016-01-02 15:50:48.565000+00:00,Car,New credit,Application_1710223761,11000.0,,,,,,,,Offer_108214080,4.722222222222222e-06,False,False,False
Deleted,User_16,W_Complete application,Workflow,Workitem_1244147817,complete,2016-01-04 11:44:34.080000+00:00,Home improvement,New credit,Application_1538441067,10500.0,,,,,,,,,1.6666666666666667e-06,False,False,False
statechange,User_30,A_Pending,Application,ApplState_1525897594,complete,2016-01-22 07:03:32.146000+00:00,Unknown,New credit,Application_2108937169,0.0,,,,,,,,,3.888888888888889e-06,False,False,False
Created,User_1,A_Create Application,Application,Application_1846626914,complete,2016-01-02 08:57:01.662000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,1.9999999999999998e-05,False,False,False
Created,User_5,W_Call after offers,Workflow,Workitem_11775434,schedule,2016-01-04 15:12:20.666000+00:00,Unknown,New credit,Application_1159653941,0.0,,,,,,,,,5.555555555555555e-07,False,False,False
Released,User_15,W_Call after offers,Workflow,Workitem_564377232,suspend,2016-01-08 09:18:02.704000+00:00,Car,Limit raise,Application_1130151790,27000.0,,,,,,,,,645.7082849999999,True,True,True
Obtained,User_16,W_Complete application,Workflow,Workitem_228145852,resume,2016-01-05 09:27:39.269000+00:00,Home improvement,New credit,Application_1754943309,10000.0,,,,,,,,,0.022073333333333334,False,False,False
Deleted,User_75,W_Validate application,Workflow,Workitem_1698453247,complete,2016-01-14 13:08:48.331000+00:00,Car,New credit,Application_1535675187,8500.0,,,,,,,,,2.222222222222222e-06,False,False,False
Deleted,User_2,W_Call incomplete files,Workflow,Workitem_248174442,complete,2016-02-01 08:19:34.821000+00:00,Unknown,New credit,Application_927205634,0.0,,,,,,,,,0.03188152777777778,False,False,False
